,text,type
41,"But hearing that Archelaus reigned in Judaea instead of Herod his father, he was afraid to go thither; and being warned by God in a dream, he retired into the region of Galilee. ",selected_bible_verses
42,"And he came and dwelt in a city called Nazareth; that it might be fulfilled which was spoken through the prophets: He shall be called a Nazarene.    III.  IN those days comes John the Immerser, preaching in the wilderness of Judaea, ",selected_bible_verses
43,"and saying: Repent, for the kingdom of heaven is at hand. ",selected_bible_verses
44,"For this is he that was spoken of through the prophet Isaiah, saying:      The voice of one crying in the wilderness,     Prepare the way of the Lord,     Make straight his paths.  ",selected_bible_verses
45,"And he, John, had his raiment of camel's hair, and a leathern girdle about his loins; and his food was locusts and wild honey.  ",selected_bible_verses
46,"Then went out to him Jerusalem, and all Judaea, and all the region about the Jordan; ",selected_bible_verses
47,"and they were immersed by him in the Jordan, confessing their sins. ",selected_bible_verses
48,"But seeing many of the Pharisees and Sadducees coming to his immersion, he said to them: Brood of vipers, who warned you to flee from the coming wrath? ",selected_bible_verses
49,Bring forth therefore fruit worthy of repentance; ,selected_bible_verses
50,"and think not to say within yourselves, We have Abraham for our father; for I say to you, that God is able of these stones to raise up children to Abraham. ",selected_bible_verses
51,"And already the axe is laid to the root of the trees; therefore every tree that brings not forth good fruit is cut down, and cast into the fire. ",selected_bible_verses
52,"I indeed immerse you in water unto repentance; but he that comes after me is mightier than I, whose sandals I am not worthy to bear; he will immerse you in the Holy Spirit and fire; ",selected_bible_verses
53,"whose fan is in his hand, and he will thoroughly cleanse his threshing-floor, and will gather his wheat into the garner; but the chaff he will burn up with fire unquenchable.  ",selected_bible_verses
54,"Then Jesus comes from Galilee to the Jordan, to John, to be immersed by him. ",selected_bible_verses
55,"But John sought to hinder him, saying: I have need to be immersed by thee, and dost thou come to me? ",selected_bible_verses
56,And Jesus answering said to him: Suffer it now; for thus it becomes us to fulfill all righteousness. Then he suffered him. ,selected_bible_verses
57,"And having been immersed, Jesus went up immediately from the water; and lo, the heavens were opened to him, and he saw the Spirit of God descending, as a dove, and coming upon him. ",selected_bible_verses
58,"And lo, a voice out of heaven, saying: This is my beloved Son, in whom I am well pleased.    IV.  THEN Jesus was led up by the Spirit into the wilderness, to be tempted by the Devil. ",selected_bible_verses
59,"And having fasted forty days and forty nights, he afterwards hungered. ",selected_bible_verses
60,"And coming to him, the tempter said: If thou art the Son of God, command that these stones become loaves of bread. ",selected_bible_verses
61,"But he answering said: It is written, Man shall not live on bread alone, but on every word that proceeds out of the mouth of God.  ",selected_bible_verses
62,"Then the Devil takes him into the holy city, and sets him on the pinnacle of the temple, ",selected_bible_verses
63,"and says to him: If thou art the Son of God, cast thyself down; for it is written:      He will give his angels command concerning thee;     And on their hands they will bear thee up,     Lest haply thou dash thy foot against a stone.  ",selected_bible_verses
64,"Jesus said to him: Again it is written, Thou shalt not tempt the Lord thy God.  ",selected_bible_verses
65,"Again the Devil takes him into an exceedingly high mountain, and shows him all the kingdoms of the world, and the glory of them; ",selected_bible_verses
66,"and says to him: All these things I will give thee, if thou wilt fall down and worship me. ",selected_bible_verses
67,"Then Jesus says to him: Get thee hence, Satan; for it is written: Thou shalt worship the Lord thy God, and him only shalt thou serve. ",selected_bible_verses
68,"Then the Devil leaves him; and behold, angels came and ministered to him.  ",selected_bible_verses
69,"And hearing that John was delivered up, he retired into Galilee. ",selected_bible_verses
70,"And leaving Nazareth, he came and dwelt in Capernaum, which is by the sea, in the borders of Zebulun and Naphtali; ",selected_bible_verses
71,"that it might be fulfilled which was spoken through Isaiah the prophet, saying:      ",selected_bible_verses
72,"The land of Zebulun, and the land of Naphtali,     By the way of the sea, beyond the Jordan,     Galilee of the Gentiles,     ",selected_bible_verses
73,"The people that sat in darkness, saw great light,     And to those sitting in the region and shadow of death light sprang up.  ",selected_bible_verses
74,"From that time Jesus began to preach, and to say: Repent, for the kingdom of heaven is at hand. ",selected_bible_verses
75,"And walking by the sea of Galilee, he saw two brothers, Simon called Peter, and Andrew his brother, casting a net into the sea; for they were fishermen. ",selected_bible_verses
76,"And he says to them: Come after me, and I will make you fishers of men. ",selected_bible_verses
77,"And they, immediately leaving the nets, followed him. ",selected_bible_verses
78,"And going on from thence, he saw other two brothers, James the son of Zebedee, and John his brother, in the ship with Zebedee their father, mending their nets; and he called them. ",selected_bible_verses
79,"And they, immediately leaving the ship and their father, followed him.  ",selected_bible_verses
80,"And Jesus went about all Galilee, teaching in their synagogues, and preaching the good news of the kingdom, and healing every sickness and every infirmity among the people. ",selected_bible_verses
81,"And his fame went forth into all Syria; and they brought to him all that were sick, taken with divers diseases and torments, and possessed with demons, and lunatic, and palsied; and he healed them. ",selected_bible_verses
82,"And great multitudes followed him from Galilee, and Decapolis, and Jerusalem, and Judaea, and from beyond the Jordan.    V.  AND seeing the multitudes, he went up into the mountain; and he having sat down, his disciples came to him. ",selected_bible_verses
83,"And he opened his mouth, and taught them, saying:  ",selected_bible_verses
84,Happy the poor in spirit; for theirs is the kingdom of heaven.  ,selected_bible_verses
85,Happy they that mourn; for they shall be comforted.  ,selected_bible_verses
86,Happy they that hunger and thirst after righteousness; for they shall be filled.  ,selected_bible_verses
87,Happy the merciful; for they shall obtain mercy.  ,selected_bible_verses
88,Happy the pure in heart; for they shall see God.  ,selected_bible_verses
89,Happy the peacemakers; for they shall be called sons of God.  ,selected_bible_verses
90,Happy they who are persecuted for righteousness' sake; for theirs is the kingdom of heaven.  ,selected_bible_verses
91,"Rejoice, and exult; because great is your reward in heaven, for so they persecuted the prophets that were before you.  ",selected_bible_verses
92,"Ye are the salt of the earth; but if the salt become tasteless, wherewith shall it be salted? It is thenceforth good for nothing, but to be cast out, and to be trodden under foot by men.  ",selected_bible_verses
93,Ye are the light of the world. A city that is set on a hill can not be hid. ,selected_bible_verses
94,"Nor do they light a lamp and put it under the bushel, but on the lamp-stand; and it shines to all that are in the house. ",selected_bible_verses
95,"Thus let your light shine before men, that they may see your good works, and glorify your Father who is in heaven.  ",selected_bible_verses
96,"Think not that I came to destroy the law, or the prophets; I came not to destroy, but to fulfill. ",selected_bible_verses
97,"For verily I say to you, till heaven and earth pass, one jot or one tittle shall not pass from the law, till all be fulfilled. ",selected_bible_verses
98,"Whoever therefore shall break one of these least commandments, and shall teach men so, shall be called the least in the kingdom of heaven; but whoever shall do and teach them, he shall be called great in the kingdom of heaven.  ",selected_bible_verses
99,"For I say to you, that except your righteousness shall exceed that of the scribes and Pharisees, ye shall not enter into the kingdom of heaven.  ",selected_bible_verses
100,"Therefore if thou bringest thy gift to the altar, and there rememberest that thy brother has aught against thee; ",selected_bible_verses
101,"leave there thy gift before the altar, and go, first be reconciled to thy brother and then come and offer thy gift.  ",selected_bible_verses
102,"Agree with thine adversary quickly, while thou art in the way with him; lest haply the adversary deliver thee to the judge, and the judge deliver thee to the officer, and thou be cast into prison. ",selected_bible_verses
103,"Verily I say to thee, thou shalt not come out thence, till thou hast paid the uttermost farthing.  ",selected_bible_verses
104,Ye heard that it was said: Thou shalt not commit adultery. ,selected_bible_verses
105,"But I say to you, that every one who looks on a woman, to lust after her, has already committed adultery with her in his heart. ",selected_bible_verses
106,"And if thy right eye causes thee to offend, pluck it out and cast it from thee; for it is profitable for thee that one of thy members perish, and not thy whole body be cast into hell. ",selected_bible_verses
107,"And if thy right hand causes thee to offend, cut it off and cast it from thee; for it is profitable for thee that one of thy members perish, and not thy whole body be cast into hell.  ",selected_bible_verses
108,"And it was said: Whoever shall put away his wife, let him give her a writing of divorcement. ",selected_bible_verses
109,"But I say to you, that whoever shall put away his wife, save for the cause of fornication, makes her commit adultery; and whoever shall marry her when put away, commits adultery.  ",selected_bible_verses
110,"But I say to you, swear not at all; neither by heaven, for it is God's throne; ",selected_bible_verses
111,"nor by the earth, for it is his footstool; nor by Jerusalem, for it is the city of the great King. ",selected_bible_verses
112,Nor shalt thou swear by thy head; because thou canst not make one hair white or black. ,selected_bible_verses
113,"But let your word be, Yea, yea, Nay, nay; for that which is more than these comes of evil.  ",selected_bible_verses
114,"Ye heard that it was said: An eye for an eye, and a tooth for a tooth. ",selected_bible_verses
115,"But I say to you, that ye resist not evil; but whoever shall smite thee on thy right cheek, turn to him the other also. ",selected_bible_verses
116,"And if any man will sue thee at the law, and take thy coat, let him have thy cloak also. ",selected_bible_verses
117,"And whoever shall compel thee to go one mile, go with him two. ",selected_bible_verses
118,"Give to him that asks of thee, and from him that would borrow of thee turn not away.  ",selected_bible_verses
119,"Ye heard that it was said: Thou shalt love thy neighbor, and shalt hate thine enemy. ",selected_bible_verses
120,"But I say to you, love your enemies, and pray for those who persecute you; ",selected_bible_verses
121,"that ye may be sons of your Father who is in heaven; for he causes his sun to rise on the evil and the good, and sends rain on the just and the unjust. ",selected_bible_verses
122,"For if ye love those who love you, what reward have ye? Do not also the publicans the same? ",selected_bible_verses
123,"And if ye salute your brethren only, what do ye that excels? Do not also the heathen thus? ",selected_bible_verses
124,"Be ye therefore perfect, even as your Father who is in heaven is perfect.    VI.  TAKE heed that ye do not your righteousness before men, to be seen by them; otherwise ye have no reward with your Father who is in heaven. ",selected_bible_verses
125,"Therefore when thou doest alms, do not sound a trumpet before thee, as the hypocrites do in the synagogues and in the streets, that they may have glory of men. Verily I say to you, they have in full their reward. ",selected_bible_verses
126,"But when thou doest alms, let not thy left hand know what thy right hand does; ",selected_bible_verses
127,that thine aims may be in secret and thy Father who sees in secret will himself reward thee.  ,selected_bible_verses
128,"And when ye pray, ye shall not be as the hypocrites; for they love to pray standing in the synagogues and in the corners of the streets, that they may be seen by men. Verily I say to you, they have in full their reward. ",selected_bible_verses
129,"But thou, when thou prayest, enter into thy closet, and having shut thy door, pray to thy Father who is in secret; and thy Father who sees in secret will reward thee.  ",selected_bible_verses
130,"But when ye pray, use not vain repetitions, as the heathen do; for they think that they shall be heard for their much speaking. ",selected_bible_verses
131,"Be not ye therefore like to them; for your Father knows what things ye have need of, before ye ask him. ",selected_bible_verses
132,"Do ye, therefore, pray after this manner:  Our Father who art in heaven, hallowed be thy name.  ",selected_bible_verses
133,"Thy kingdom come; thy will be done, as in heaven, so also on the earth.  ",selected_bible_verses
134,"And forgive us our debts, as also we forgave our debtors.  ",selected_bible_verses
135,"For if ye forgive men their trespasses, your heavenly Father will also forgive you; ",selected_bible_verses
136,"but if ye forgive not men their trespasses, neither will your Father forgive your trespasses.  ",selected_bible_verses
137,"And when ye fast, be not as the hypocrites, of a sad countenance; for they disfigure their faces, that they may appear to men to fast. Verily I say to you, they have in full their reward. ",selected_bible_verses
138,"But thou, when thou fastest, anoint thy head, and wash thy face; ",selected_bible_verses
139,"that thou appear not to men to fast, but to thy Father who is in secret; and thy Father who sees in secret will reward thee.  ",selected_bible_verses
140,"Lay not up for yourselves treasures on the earth, where moth and rust consume, and where thieves break through and steal. ",selected_bible_verses
141,"But lay up for yourselves treasures in heaven, where neither moth nor rust consumes, and where thieves do not break through nor steal. ",selected_bible_verses
142,"For where your treasure is, there will your heart be also.  ",selected_bible_verses
143,"The lamp of the body is the eye. If therefore thine eye be single, thy whole body will be light; ",selected_bible_verses
144,"but if thine eye be evil, thy whole body will be dark. If therefore the light that is in thee is darkness, how great the darkness! ",selected_bible_verses
145,"No man can serve two masters; for either he will hate the one, and love the other, or he will hold to one and despise the other. Ye can not serve God and Mammon.  ",selected_bible_verses
146,"For this cause I say to you, take not thought for your life, what ye shall eat, or what ye shall drink; nor for your body, what ye shall put on. Is not the life more than food, and the body than raiment? ",selected_bible_verses
147,"Behold the birds of the air, that they sow not, nor reap, nor gather into barns; and your heavenly Father feeds them. Are ye not much better than they? ",selected_bible_verses
148,"And why take ye thought for raiment? Consider the lilies of the field, how they grow. They toil not, nor spin; ",selected_bible_verses
149,"and I say to you, that even Solomon in all his glory was not arrayed like one of these. ",selected_bible_verses
150,"And if God so clothes the grass of the field, which to-day is, and to-morrow is cast into the oven, will he not much more you, ye of little faith? ",selected_bible_verses
151,"Take not thought therefore, saying, What shall we eat? or, What shall we drink? or, Wherewith shall we be clothed? ",selected_bible_verses
152,For after all these do the Gentiles seek. For your heavenly Father knows that ye have need of all these. ,selected_bible_verses
153,"But seek first the kingdom of God, and his righteousness; and all these shall be added to you. ",selected_bible_verses
154,"Take not thought, therefore, for the morrow; for the morrow will take thought for itself. Sufficient for the day is the evil thereof.    VII.  JUDGE not, that ye be not judged. ",selected_bible_verses
155,"For with what judgment ye judge, ye shall be judged; and with what measure ye mete, it shall be measured to you. ",selected_bible_verses
156,"And why beholdest thou the mote that is in thy brother's eye, but perceivest not the beam that is in thine own eye? ",selected_bible_verses
157,"Or how wilt thou say to thy brother: Let me cast out the mote from thine eye; and behold, the beam is in thine own eye? ",selected_bible_verses
158,Hypocrite! first cast out the beam out of thine own eye; and then thou wilt see clearly to cast out the mote out of thy brother's eye.  ,selected_bible_verses
159,"Give not that which is holy to the dogs, nor cast your pearls before the swine; lest they trample them with their feet, and turn and rend you.  ",selected_bible_verses
160,"Ask, and it shall be given you; seek, and ye shall find; knock, and it shall be opened to you. ",selected_bible_verses
161,For every one that asks receives; and he that seeks finds; and to him that knocks it shall be opened. ,selected_bible_verses
162,"Or what man is there of you, of whom if his son ask bread, will he give him a stone? ",selected_bible_verses
163,"And if he ask a fish, will he give him a serpent? ",selected_bible_verses
164,"If ye then, being evil, know how to give good gifts to your children, how much more will your Father who is in heaven give good things to those who ask him? ",selected_bible_verses
165,"Therefore all things whatever ye would that men should do to you, so also do ye to them; for this is the law and the prophets.  ",selected_bible_verses
166,"Enter in through the strait gate; because wide is the gate, and broad the way, that leads to destruction, and many are they who go in thereat. ",selected_bible_verses
167,"Beware of false prophets, who come to you in sheeps' clothing, but inwardly are ravening wolves.  ",selected_bible_verses
168,"Ye shall know them from their fruits. Do men gather grapes from thorns, or figs from thistles? ",selected_bible_verses
169,So every good tree brings forth good fruit; but the corrupt tree brings forth evil fruit. ,selected_bible_verses
170,"A good tree can not bring forth evil fruit, nor a corrupt tree bring forth good fruit. ",selected_bible_verses
171,"Every tree that brings not forth good fruit is cut down, and cast into the fire. ",selected_bible_verses
172,"So then, from their fruits ye shall know them.  ",selected_bible_verses
173,"Not every one that says to me, Lord, Lord, shall enter into the kingdom of heaven; but he that does the will of my Father who is in heaven. ",selected_bible_verses
174,"Many will say to me in that day: Lord, Lord, did we not prophesy in thy name, and in thy name cast out demons, and in thy name do many miracles? ",selected_bible_verses
175,"And then will I profess to them, I never knew you; depart from me, ye who work iniquity.  ",selected_bible_verses
176,"And the rain descended, and the streams came, and the winds blew, and fell upon that house; and it did not fall, for it had been founded on the rock. ",selected_bible_verses
177,"And every one who hears these sayings of mine, and does them not, shall be likened to a foolish man, who built his house on the sand. ",selected_bible_verses
178,"And the rain descended, and the streams came, and the winds blew, and beat upon that house, and it fell; and great was the fall of it.  ",selected_bible_verses
179,"And it came to pass, when Jesus ended these sayings, that the multitudes were astonished at his teaching. ",selected_bible_verses
180,"For he taught them as having authority, and not as the scribes.    VIII.  WHEN he had come down from the mountain, great multitudes followed him. ",selected_bible_verses
181,"And, behold, there came a leper and bowed down to him, saying: Lord, if thou wilt, thou canst cleanse me. ",selected_bible_verses
182,"And stretching forth his hand, he touched him, saying: I will; be thou cleansed. And immediately his leprosy was cleansed. ",selected_bible_verses
183,"And Jesus says to him: See thou tell no one; but go, show thyself to the priest, and offer the gift that Moses commanded, for a testimony to them.  ",selected_bible_verses
184,"And as he entered into Capernaum, there came to him a centurion, beseeching him, ",selected_bible_verses
185,"and saying: Lord, my servant lies at home palsied, grievously tormented. ",selected_bible_verses
186,And Jesus says to him: I will come and heal him. ,selected_bible_verses
187,"The centurion answered and said: Lord, I am not worthy that thou shouldst come under my roof; but only say in a word, and my servant will be healed. ",selected_bible_verses
188,"For I am a man under authority, having soldiers under me, and I say to this one, Go, and he goes; and to another, Come, and he comes; and to my servant, Do this, and he does it. ",selected_bible_verses
189,"And Jesus hearing it marveled, and said to those who followed: Verily I say to you, I found not so great faith, even in Israel. ",selected_bible_verses
190,"And I say to you, that many will come from the east and west, and will recline at table, with Abraham, and Isaac, and Jacob, in the kingdom of heaven; ",selected_bible_verses
191,"but the sons of the kingdom will be cast out into the outer darkness. There will be the weeping, and the gnashing of teeth! ",selected_bible_verses
192,"And Jesus said to the centurion: Go thy way; and as thou didst believe, be it done to thee. And his servant was healed in that hour.  ",selected_bible_verses
193,"And Jesus, coming into the house of Peter, saw his mother-in-law lying, and sick with fever. ",selected_bible_verses
194,"And he touched her hand, and the fever left her; and she arose, and ministered to him. ",selected_bible_verses
195,"When evening was come, they brought to him many that were possessed with demons; and he cast out the spirits with a word, and healed all that were sick; ",selected_bible_verses
196,"that it might be fulfilled which was spoken through Isaiah the prophet, saying: Himself took our infirmities, and bore our sicknesses.  ",selected_bible_verses
197,"And Jesus, seeing great multitudes about him, commanded to depart to the other side. ",selected_bible_verses
198,"And a certain scribe came, and said to him: Teacher, I will follow thee whithersoever thou goest. ",selected_bible_verses
199,And Jesus says to him: The foxes have holes and the birds of the air nests; but the Son of man has not where he may lay his head. ,selected_bible_verses
200,"And another of his disciples said to him: Lord, suffer me first to go and bury my father. ",selected_bible_verses
201,"But Jesus said to him: Follow me, and let the dead bury their own dead.  ",selected_bible_verses
202,"And when he had entered into the ship, his disciples followed him. ",selected_bible_verses
203,"And, behold, there arose a great tempest in the sea, so that the ship was covered by the waves; but he was sleeping. ",selected_bible_verses
204,"And the disciples came and awoke him, saying: Lord, save us; we perish. ",selected_bible_verses
205,"And he says to them: Why are ye fearful, ye of little faith? Then rising, he rebuked the winds and the sea; and there was a great calm. ",selected_bible_verses
206,"And the men marveled, saying: What manner of man is this, that even the winds and the sea obey him!  ",selected_bible_verses
207,"And, behold, they cried out, saying: What have we to do with thee, Son of God? Camest thou hither to torment us before the time? ",selected_bible_verses
208,"And there was afar off from them a herd of many swine feeding. And the demons besought him, saying: ",selected_bible_verses
209,"If thou cast us out, send us away into the herd of swine. ",selected_bible_verses
210,"And he said to them, Go. And they, coming out, went away into the swine; and, behold, the whole herd rushed down the steep into the sea, and perished in the waters. ",selected_bible_verses
211,"And the herdsmen fled, and went away into the city, and told every thing, and what had befallen the possessed with demons. ",selected_bible_verses
212,"And, behold, all the city came out to meet Jesus; and seeing him, they besought that he would depart from their borders.    IX.  AND entering into the ship he passed over, and came to his own city. ",selected_bible_verses
213,"And, behold, they brought to him one that was palsied, lying on a bed. And Jesus, seeing their faith, said to the palsied man: Child, be of good cheer; thy sins are forgiven. ",selected_bible_verses
214,"And, behold, certain of the scribes said within themselves: This man blasphemes. ",selected_bible_verses
215,And Jesus knowing their thoughts said: Wherefore think ye evil in your hearts? ,selected_bible_verses
216,"For which is easier, to say: Thy sins are forgiven; or to say: Arise, and walk? ",selected_bible_verses
217,"But that ye may know that the Son of man has power on earth to forgive sins, (then says he to the palsied man) Arise, take up thy bed, and go to thy house. ",selected_bible_verses
218,And rising up he departed to his house. ,selected_bible_verses
219,"And seeing it the multitudes feared, and glorified God, who gave such power to men.  ",selected_bible_verses
220,"And Jesus, passing on from thence, saw a man named Matthew, sitting at the place of receiving custom; and he says to him: Follow me. And he rose up and followed him. ",selected_bible_verses
221,"And it came to pass that, as he reclined at table in the house, behold, many publicans and sinners came and reclined at table with Jesus and his disciples. ",selected_bible_verses
222,"And the Pharisees, seeing it, said to his disciples: Why does your teacher eat with the publicans and the sinners? ",selected_bible_verses
223,"And Jesus hearing it, said: They who are well need not a physician, but they who are sick. ",selected_bible_verses
224,"But go, and learn what this means: I desire mercy and not sacrifice; for I came not to call righteous men, but sinners.  ",selected_bible_verses
225,"Then come to him the disciples of John, saying: Why do we and the Pharisees fast often, but thy disciples fast not? ",selected_bible_verses
226,"And no one puts a piece of unfulled cloth on an old garment; for that which fills it up takes from the garment, and a worse rent is made. ",selected_bible_verses
227,"Nor do they put new wine into old skins; else the skins burst, and the wine runs out, and the skins are destroyed. But they put new wine into new skins, and both are preserved together.  ",selected_bible_verses
228,"While he was speaking these things to them, behold, there came a ruler, and bowed down to him, saying: My daughter just now died; but come and lay thy hand upon her, and she will live. ",selected_bible_verses
229,"And Jesus arose and was following him, he and his disciples. ",selected_bible_verses
230,"And behold, a woman, having a flow of blood twelve years, came behind, and touched the fringe of his garment. ",selected_bible_verses
231,"For she said within herself: If I only touch his garment, I shall be made whole. ",selected_bible_verses
232,"And Jesus, turning and seeing her, said: Daughter, be of good cheer; thy faith has made thee whole. ",selected_bible_verses
233,"And the woman was made whole from that hour. And Jesus, coming into the house of the ruler, and seeing the minstrels and the crowd making a noise, ",selected_bible_verses
234,"said: Give place; for the maiden is not dead, but is sleeping. And they laughed him to scorn. ",selected_bible_verses
235,"But when the crowd was put forth, he went in, and took hold of her hand, and the maiden arose. ",selected_bible_verses
236,And this report went abroad into all that land.  ,selected_bible_verses
237,"And as Jesus passed on from thence, two blind men followed him, crying, and saying: Have mercy on us, Son of David. ",selected_bible_verses
238,"And when he had come into the house, the blind men came to him. And Jesus says to them: Believe ye that I am able to do this? They say to him: Yea, Lord. ",selected_bible_verses
239,"Then he touched their eyes, saying: According to your faith be it done to you. ",selected_bible_verses
240,"And their eyes were opened. And Jesus sternly charged them, saying: Take heed, let no one know it. ",selected_bible_verses
241,"But they, going out, spread abroad his fame in all that country.  ",selected_bible_verses
242,"And as they were going out, behold, they brought to him a man dumb, possessed with a demon. ",selected_bible_verses
243,"And the demon being cast out, the dumb spoke. And the multitudes marveled, saying: It was never so seen in Israel. ",selected_bible_verses
244,But the Pharisees said: He casts out the demons through the prince of the demons.  ,selected_bible_verses
245,"And Jesus went about all the cities and villages, teaching in their synagogues, and preaching the good news of the kingdom, and healing every sickness and every infirmity. ",selected_bible_verses
246,"Then he says to his disciples: The harvest indeed is great, but the laborers are few. ",selected_bible_verses
247,"Pray therefore the Lord of the harvest, that he will send forth laborers into his harvest.    X.  AND calling to him his twelve disciples, he gave them authority over unclean spirits, so as to cast them out, and to heal every sickness and every infirmity.  ",selected_bible_verses
248,"And the names of the twelve apostles are these; first Simon, who is called Peter, and Andrew his brother; James the son of Zebedee, and John his brother; ",selected_bible_verses
249,"Philip, and Bartholomew; Thomas, and Matthew the publican; James the son of Alpheus, and Lebbeus surnamed Thaddeus; ",selected_bible_verses
250,"These twelve Jesus sent forth, and charged them, saying: Go not into the way to the Gentiles, and into a city of Samaritans enter not. ",selected_bible_verses
251,But go rather to the lost sheep of the house of Israel. ,selected_bible_verses
252,"And as ye go, preach, saying: The kingdom of heaven is at hand. ",selected_bible_verses
253,"Provide not gold, nor silver, nor brass in your girdles; ",selected_bible_verses
254,"nor bag for the journey, nor two coats, nor sandals, nor staff; for the laborer is worthy of his living. ",selected_bible_verses
255,"And into whatever city or village ye shall enter, inquire who in it is worthy; and there abide till ye go thence. ",selected_bible_verses
256,"But when ye come into the house, salute it. ",selected_bible_verses
257,"And if the house be worthy, let your peace come upon it; but if it be not worthy, let your peace return to you. ",selected_bible_verses
258,"And whoever shall not receive you, nor hear your words, when ye go out of that house or city, shake off the dust of your feet. ",selected_bible_verses
259,"Verily I say to you, it shall be more tolerable for the land of Sodom and Gomorrah in the day of judgment, than for that city.  ",selected_bible_verses
